season_label,season,player,nation,age,pos,pos_primary,squad,Matches Played,Minutes_total,market_value_in_eur,Tackles attempted,Tackles Won,% Dribbles tackled,Interceptions,Clearances,Shots blocked,Passes blocked,% Aerial Duels won,Progressive Carries,Progressive Passes,1/3,Possessions lost,Errors made,Goals,Assists,Goals & Assists
2019-20,2019-2020,Patrick van Aanholt,Netherlands,28,DF,DF,Crystal Palace,29,2507,12000000.0,43,23,46.0,45,52,9,22,50.0,60,143,89,15,1,3,2,5
2019-20,2019-2020,Max Aarons,England,19,DF,DF,Norwich City,36,3240,15000000.0,48,30,50.0,37,97,29,17,31.0,92,78,55,31,1,0,1,1
2019-20,2019-2020,Nathan Aké,Netherlands,24,DF,DF,Bournemouth,29,2503,35000000.0,31,21,60.9,36,152,29,11,49.6,12,81,58,5,0,2,2,4
2019-20,2019-2020,Toby Alderweireld,Belgium,30,DF,DF,Tottenham,33,2957,35000000.0,40,29,45.8,31,172,32,16,50.0,11,96,110,5,2,2,2,4
2019-20,2019-2020,Trent Alexander-Arnold,England,20,DF,DF,Liverpool,38,3175,110000000.0,55,34,46.2,45,84,9,18,33.3,98,247,190,12,3,4,13,17
2019-20,2019-2020,Marcos Alonso,Spain,28,DF,DF,Chelsea,18,1430,32000000.0,28,16,42.4,20,32,2,16,59.2,62,69,39,10,0,4,2,6
2019-20,2019-2020,Serge Aurier,Ivory Coast,26,DF,DF,Tottenham,33,2700,20000000.0,93,69,56.5,47,98,6,32,52.2,66,93,62,28,2,1,5,6
2019-20,2019-2020,César Azpilicueta,Spain,29,DF,DF,Chelsea,36,3229,30000000.0,86,56,50.7,67,94,21,35,59.7,59,193,148,13,0,2,6,8
2019-20,2019-2020,Fabián Balbuena,Paraguay,27,DF,DF,West Ham,17,1177,12000000.0,17,12,36.0,26,75,5,10,59.6,8,35,25,1,3,1,0,1
2019-20,2019-2020,George Baldock,Greece,26,DF,DF,Sheffield Utd,38,3420,6500000.0,62,43,57.4,34,83,3,23,40.0,97,103,66,22,3,2,3,5
2019-20,2019-2020,Phil Bardsley,Scotland,34,DF,DF,Burnley,21,1890,1000000.0,49,36,64.9,30,73,11,13,60.0,23,70,71,3,0,0,1,1
2019-20,2019-2020,Chris Basham,England,31,DF,DF,Sheffield Utd,38,3242,3000000.0,85,48,59.3,77,173,15,23,63.3,32,82,83,8,1,0,1,1
2019-20,2019-2020,Jan Bednarek,Poland,23,DF,DF,Southampton,34,3057,15000000.0,65,38,50.8,77,198,23,21,73.1,4,90,57,1,4,1,1,2
2019-20,2019-2020,Héctor Bellerín,Spain,24,DF,DF,Arsenal,15,1158,40000000.0,20,13,37.9,19,27,4,16,44.8,34,58,39,12,1,1,0,1
2019-20,2019-2020,Ryan Bertrand,England,29,DF,DF,Southampton,32,2742,13000000.0,47,29,44.8,37,31,12,15,50.9,78,130,104,21,1,1,1,2
2019-20,2019-2020,Willy Boly,Ivory Coast,28,DF,DF,Wolves,22,1979,15000000.0,57,33,58.1,39,108,11,17,74.8,4,48,39,4,3,0,1,1
2019-20,2019-2020,Dan Burn,England,27,DF,DF,Brighton,34,2880,5000000.0,67,42,47.2,42,130,20,24,72.6,52,135,114,25,0,0,0,0
2019-20,2019-2020,Sam Byram,England,25,DF,DF,Norwich City,17,1293,3500000.0,40,22,48.6,26,73,8,8,52.4,21,41,24,5,0,0,0,0
2019-20,2019-2020,Gary Cahill,England,33,DF,DF,Crystal Palace,25,2167,6000000.0,15,8,46.7,18,114,25,9,62.7,5,48,40,4,1,0,1,1
2019-20,2019-2020,João Cancelo,Portugal,25,DF,DF,Manchester City,17,1208,50000000.0,40,24,60.0,21,18,2,7,46.3,42,105,87,8,0,0,0,0
2019-20,2019-2020,Craig Cathcart,Northern Ireland,30,DF,DF,Watford,29,2488,5000000.0,41,26,41.7,25,136,16,3,56.3,2,61,33,3,1,0,0,0
2019-20,2019-2020,Calum Chambers,England,24,DF,DF,Arsenal,14,1102,18000000.0,26,10,68.8,16,43,7,6,54.5,16,45,46,10,1,1,1,2
2019-20,2019-2020,Ben Chilwell,England,22,DF,DF,Leicester City,27,2373,50000000.0,43,26,44.2,28,68,6,24,59.1,109,126,109,22,2,3,3,6
2019-20,2019-2020,Andreas Christensen,Denmark,23,DF,DF,Chelsea,21,1751,35000000.0,38,21,71.4,29,56,8,4,58.1,17,75,78,1,0,0,0,0
2019-20,2019-2020,Ciaran Clark,Ireland,29,DF,DF,Newcastle Utd,14,1186,6000000.0,20,12,60.0,11,82,14,4,43.9,2,16,14,1,0,2,0,2
2019-20,2019-2020,Conor Coady,England,26,DF,DF,Wolves,38,3420,18000000.0,36,23,50.0,28,119,15,7,57.9,3,64,112,0,2,0,0,0
2019-20,2019-2020,Séamus Coleman,Ireland,30,DF,DF,Everton,27,1839,12000000.0,42,31,76.0,24,43,9,12,59.2,49,77,53,14,1,0,1,1
2019-20,2019-2020,Steve Cook,England,28,DF,DF,Bournemouth,29,2428,12000000.0,22,11,40.0,44,153,23,9,63.5,7,73,46,3,1,1,0,1
2019-20,2019-2020,Aaron Cresswell,England,29,DF,DF,West Ham,31,2727,8000000.0,43,26,50.0,35,75,10,23,53.6,43,166,135,10,2,3,0,3
2019-20,2019-2020,Scott Dann,England,32,DF,DF,Crystal Palace,16,1266,3500000.0,8,4,57.1,14,67,7,2,55.7,1,28,19,1,0,0,1,1
2019-20,2019-2020,Ben Davies,Wales,26,DF,DF,Tottenham,18,1431,22000000.0,28,15,33.3,22,47,12,16,68.2,32,53,52,9,0,0,0,0
2019-20,2019-2020,Craig Dawson,England,29,DF,DF,Watford,29,2361,6000000.0,29,18,54.8,34,116,32,9,70.4,4,63,51,3,0,2,0,2
2019-20,2019-2020,Eric Dier,England,25,DF,DF,Tottenham,19,1344,30000000.0,21,12,50.0,21,65,9,5,61.1,4,37,51,4,0,0,2,2
2019-20,2019-2020,Lucas Digne,France,26,DF,DF,Everton,35,3030,35000000.0,73,49,48.5,42,108,10,29,67.9,69,134,94,24,0,0,7,7
2019-20,2019-2020,Issa Diop,France,22,DF,DF,West Ham,32,2766,35000000.0,27,15,64.0,47,166,21,16,66.9,7,44,44,5,2,3,1,4
2019-20,2019-2020,Shane Duffy,Ireland,27,DF,DF,Brighton,19,1238,12000000.0,18,9,35.3,21,72,7,6,76.1,4,29,23,3,0,1,0,1
2019-20,2019-2020,Paul Dummett,Wales,27,DF,DF,Newcastle Utd,16,1228,7000000.0,27,17,77.8,23,69,9,14,46.7,7,31,31,1,0,0,0,0
2019-20,2019-2020,Lewis Dunk,England,27,DF,DF,Brighton,36,3230,20000000.0,40,24,44.1,55,125,33,22,65.5,18,110,127,8,2,3,3,6
2019-20,2019-2020,John Egan,Ireland,26,DF,DF,Sheffield Utd,36,3187,13000000.0,44,27,55.6,58,171,27,12,63.3,6,66,56,0,4,2,0,2
2019-20,2019-2020,Ahmed Elmohamady,Egypt,31,DF,DF,Aston Villa,18,1031,2500000.0,19,9,47.6,13,25,5,6,58.0,39,47,44,2,1,1,1,2
2019-20,2019-2020,Björn Engels,Belgium,24,DF,DF,Aston Villa,17,1447,12000000.0,11,6,61.5,28,86,17,1,66.7,5,43,46,2,3,1,0,1
2019-20,2019-2020,Jonny Evans,Northern Ireland,31,DF,DF,Leicester City,38,3383,15000000.0,48,34,71.8,57,174,18,15,64.3,31,157,131,3,4,1,1,2
2019-20,2019-2020,Kiko Femenía,Spain,28,DF,DF,Watford,28,2237,6000000.0,68,38,53.8,36,49,2,14,50.0,49,85,52,11,0,0,0,0
2019-20,2019-2020,Federico Fernández,Argentina,30,DF,DF,Newcastle Utd,32,2620,7000000.0,42,25,50.0,24,190,28,13,54.1,4,43,40,3,2,2,2,4
2019-20,2019-2020,Fernandinho,Brazil,34,DF,DF,Manchester City,30,2397,10000000.0,50,35,60.4,25,82,16,12,61.2,51,213,214,6,0,0,1,1
2019-20,2019-2020,Simon Francis,England,34,DF,DF,Bournemouth,15,969,1000000.0,13,9,52.4,20,71,12,5,60.0,5,26,26,2,0,0,0,0
2019-20,2019-2020,Ryan Fredericks,England,26,DF,DF,West Ham,27,2237,7000000.0,82,56,64.1,24,73,10,10,49.3,63,72,48,12,1,0,3,3
2019-20,2019-2020,Ben Godfrey,England,21,DF,DF,Norwich City,30,2644,13000000.0,22,14,55.6,25,152,37,4,62.3,23,76,64,4,3,0,0,0
2019-20,2019-2020,Joe Gomez,England,22,DF,DF,Liverpool,28,2004,35000000.0,23,16,45.0,38,64,8,7,58.1,17,115,107,3,2,0,0,0
2019-20,2019-2020,Grant Hanley,Scotland,27,DF,DF,Norwich City,15,1262,2500000.0,24,15,57.1,31,77,18,7,71.7,0,17,18,2,1,0,0,0
2019-20,2019-2020,Kortney Hause,England,24,DF,DF,Aston Villa,18,1545,8000000.0,21,9,53.3,20,98,19,8,73.9,8,46,44,7,4,1,0,1
2019-20,2019-2020,Mason Holgate,England,22,DF,DF,Everton,27,2054,18000000.0,44,26,67.7,34,97,13,13,53.2,18,58,47,6,0,0,3,3
2019-20,2019-2020,Reece James,England,19,DF,DF,Chelsea,24,1515,15000000.0,36,23,37.9,22,28,8,11,46.2,43,98,54,22,0,0,2,2
2019-20,2019-2020,James Justin,England,21,DF,DF,Leicester City,13,1012,4000000.0,36,17,60.0,11,30,7,8,39.6,30,56,47,12,0,0,1,1
2019-20,2019-2020,Christian Kabasele,Belgium,28,DF,DF,Watford,27,2250,8000000.0,37,24,53.1,36,127,23,8,56.5,1,36,33,5,0,0,2,2
2019-20,2019-2020,Michael Keane,England,26,DF,DF,Everton,31,2559,30000000.0,31,16,58.3,44,152,28,7,59.4,9,84,61,4,0,2,0,2
2019-20,2019-2020,Martin Kelly,England,29,DF,DF,Crystal Palace,19,1549,3500000.0,23,18,45.2,16,86,10,8,56.9,6,35,31,3,1,0,1,1
2019-20,2019-2020,Ezri Konsa,England,21,DF,DF,Aston Villa,25,2039,8000000.0,18,9,43.8,25,70,24,10,51.1,8,53,42,5,2,1,2,3
2019-20,2019-2020,Emil Krafth,Sweden,24,DF,DF,Newcastle Utd,17,1020,5000000.0,18,12,45.0,8,45,8,3,43.8,11,19,18,3,0,0,1,1
2019-20,2019-2020,Aymeric Laporte,Spain,25,DF,DF,Manchester City,15,1097,75000000.0,13,6,44.4,20,26,5,1,64.9,23,112,116,1,1,1,0,1
2019-20,2019-2020,Jamaal Lascelles,England,25,DF,DF,Newcastle Utd,24,2076,18000000.0,14,3,44.4,28,116,20,3,59.8,3,21,24,4,1,1,0,1
2019-20,2019-2020,Jamal Lewis,Northern Ireland,21,DF,DF,Norwich City,28,2304,12000000.0,51,35,61.1,25,68,12,15,24.1,100,74,51,21,0,1,0,1
2019-20,2019-2020,Victor Lindelöf,Sweden,25,DF,DF,Manchester Utd,35,3092,35000000.0,29,15,85.0,26,129,16,9,66.7,16,111,84,4,0,1,0,1
2019-20,2019-2020,Matthew Lowton,England,30,DF,DF,Burnley,17,1530,5000000.0,41,22,66.7,27,57,6,14,61.1,17,64,48,2,1,0,1,1
2019-20,2019-2020,David Luiz,Brazil,32,DF,DF,Arsenal,33,2809,15000000.0,28,16,54.2,32,133,37,5,55.4,21,106,100,5,2,2,1,3
2019-20,2019-2020,Harry Maguire,England,26,DF,DF,Manchester Utd,38,3420,70000000.0,37,23,52.9,72,159,22,9,71.5,69,171,163,6,0,1,1,2
2019-20,2019-2020,Ainsley Maitland-Niles,England,21,DF,DF,Arsenal,20,1386,18000000.0,41,23,51.2,28,38,3,9,58.6,38,61,44,18,0,0,2,2
2019-20,2019-2020,Javier Manquillo,Spain,25,DF,DF,Newcastle Utd,21,1599,5000000.0,39,26,63.2,18,56,2,12,51.6,22,28,24,2,0,0,1,1
2019-20,2019-2020,Adrian Mariappa,Jamaica,32,DF,DF,Watford,20,1513,2000000.0,20,14,36.7,11,73,7,15,58.3,2,38,35,3,0,0,0,0
2019-20,2019-2020,Adam Masina,Morocco,25,DF,DF,Watford,26,1821,7000000.0,38,22,37.8,28,66,12,14,67.0,18,73,53,12,0,1,0,1
2019-20,2019-2020,Arthur Masuaku,Democratic Republic of the Congo,25,DF,DF,West Ham,17,937,10000000.0,41,23,59.0,14,23,5,14,46.2,41,40,32,19,0,0,1,1
2019-20,2019-2020,Ben Mee,England,29,DF,DF,Burnley,32,2880,10000000.0,41,22,58.6,42,165,31,11,59.9,5,56,54,3,2,1,1,2
2019-20,2019-2020,Benjamin Mendy,France,25,DF,DF,Manchester City,19,1492,35000000.0,18,15,33.3,16,21,2,8,44.1,60,87,53,17,3,0,2,2
2019-20,2019-2020,Chris Mepham,Wales,21,DF,DF,Bournemouth,12,912,10000000.0,20,9,78.6,17,62,11,6,58.9,4,28,14,4,1,1,0,1
2019-20,2019-2020,Yerry Mina,Colombia,24,DF,DF,Everton,29,2284,25000000.0,39,22,75.0,28,102,14,6,62.1,11,83,51,0,1,2,1,3
2019-20,2019-2020,Tyrone Mings,England,26,DF,DF,Aston Villa,33,2902,28000000.0,15,11,76.9,30,190,48,8,60.4,12,60,57,5,4,2,2,4
2019-20,2019-2020,Martín Montoya,Spain,28,DF,DF,Brighton,27,1896,8000000.0,57,29,53.6,24,40,5,14,52.5,57,91,51,11,0,0,1,1
2019-20,2019-2020,Shkodran Mustafi,Germany,27,DF,DF,Arsenal,15,1207,18000000.0,17,10,50.0,18,72,6,4,75.6,7,61,48,1,0,0,1,1
2019-20,2019-2020,Jack O'Connell,England,25,DF,DF,Sheffield Utd,33,2916,12000000.0,23,14,50.0,42,154,17,21,67.9,12,131,113,10,1,0,1,1
2019-20,2019-2020,Angelo Ogbonna,Italy,31,DF,DF,West Ham,31,2786,8000000.0,38,24,56.3,27,134,32,18,63.4,5,50,45,2,1,2,0,2
2019-20,2019-2020,Nicolás Otamendi,Argentina,31,DF,DF,Manchester City,24,1715,18000000.0,28,14,48.5,21,76,9,6,64.9,14,78,54,2,2,2,0,2
2019-20,2019-2020,Sokratis Papastathopoulos,Greece,31,DF,DF,Arsenal,19,1696,18000000.0,25,16,47.6,17,68,24,6,68.2,5,27,35,5,1,2,0,2
2019-20,2019-2020,Ricardo Pereira,Portugal,25,DF,DF,Leicester City,28,2520,40000000.0,119,68,50.0,49,86,6,32,46.1,116,177,100,31,0,3,2,5
2019-20,2019-2020,Erik Pieters,Netherlands,30,DF,DF,Burnley,24,1878,5000000.0,54,32,40.6,28,60,4,26,65.3,21,50,35,6,1,0,4,4
2019-20,2019-2020,Diego Rico,Spain,26,DF,DF,Bournemouth,27,2332,10000000.0,61,39,49.2,84,91,7,24,54.1,42,145,96,21,0,0,4,4
2019-20,2019-2020,Matt Ritchie,Scotland,29,DF,DF,Newcastle Utd,18,1315,12000000.0,22,15,20.0,14,31,5,15,53.8,23,52,36,7,1,2,1,3
2019-20,2019-2020,Andrew Robertson,Scotland,25,DF,DF,Liverpool,36,3111,80000000.0,54,31,44.3,38,72,7,22,49.3,149,219,166,9,1,2,12,14
2019-20,2019-2020,Antonio Rüdiger,Germany,26,DF,DF,Chelsea,20,1710,50000000.0,28,18,64.0,16,59,9,6,60.6,11,99,112,3,1,2,0,2
2019-20,2019-2020,Romain Saïss,Morocco,29,DF,DF,Wolves,33,2705,8000000.0,55,38,69.6,55,127,16,15,63.6,10,132,113,5,3,2,1,3
2019-20,2019-2020,Bukayo Saka,England,17,DF,DF,Arsenal,26,1753,13000000.0,36,21,51.4,12,19,3,9,14.6,67,67,37,22,0,1,5,6
2019-20,2019-2020,Mamadou Sakho,France,29,DF,DF,Crystal Palace,14,931,12000000.0,7,5,40.0,20,46,5,7,50.0,1,26,28,5,2,0,0,0
2019-20,2019-2020,Davinson Sánchez,Colombia,23,DF,DF,Tottenham,29,2431,60000000.0,44,27,50.0,34,128,28,12,54.1,10,53,44,6,5,0,0,0
2019-20,2019-2020,Fabian Schär,Switzerland,27,DF,DF,Newcastle Utd,22,1672,16000000.0,39,21,47.5,47,74,18,17,50.0,20,53,59,5,2,2,0,2
2019-20,2019-2020,Luke Shaw,England,24,DF,DF,Manchester Utd,24,1733,22000000.0,34,18,57.6,24,56,6,20,56.6,60,122,73,3,1,0,0,0
2019-20,2019-2020,Djibril Sidibé,France,27,DF,DF,Everton,25,1824,12000000.0,83,44,59.7,40,41,3,16,47.5,61,86,56,12,0,0,4,4
2019-20,2019-2020,Adam Smith,England,28,DF,DF,Bournemouth,24,2055,9000000.0,47,32,46.0,25,64,6,21,54.8,75,93,60,14,1,0,1,1
2019-20,2019-2020,Cédric Soares,Portugal,27,DF,DF,Southampton,16,1306,10000000.0,45,26,61.0,19,51,4,14,40.9,29,47,31,9,0,0,1,1
2019-20,2019-2020,Çağlar Söyüncü,Turkey,23,DF,DF,Leicester City,34,3036,40000000.0,60,40,58.7,43,156,19,16,62.9,22,125,112,2,1,1,1,2
2019-20,2019-2020,Jack Stacey,England,23,DF,DF,Bournemouth,19,1549,4000000.0,21,11,36.4,18,64,11,16,57.4,38,50,50,11,1,0,2,2
2019-20,2019-2020,Jack Stephens,England,25,DF,DF,Southampton,28,2451,7000000.0,44,27,52.2,31,120,22,16,42.6,17,81,80,4,2,1,3,4
2019-20,2019-2020,Enda Stevens,Ireland,29,DF,DF,Sheffield Utd,38,3345,7000000.0,81,46,43.8,35,71,8,19,50.0,92,174,110,43,3,2,4,6
2019-20,2019-2020,John Stones,England,25,DF,DF,Manchester City,16,1122,60000000.0,16,10,60.0,9,32,3,2,64.7,22,83,75,0,2,0,0,0
2019-20,2019-2020,Matt Targett,England,23,DF,DF,Aston Villa,28,2291,13000000.0,52,29,41.5,56,82,8,20,49.3,22,115,76,14,0,1,2,3
2019-20,2019-2020,James Tarkowski,England,26,DF,DF,Burnley,38,3420,25000000.0,66,43,57.4,63,204,47,16,74.0,2,83,69,4,4,2,2,4
2019-20,2019-2020,Charlie Taylor,England,25,DF,DF,Burnley,24,1945,5000000.0,39,24,48.7,29,78,9,20,62.5,61,54,43,11,1,0,1,1
2019-20,2019-2020,Neil Taylor,Wales,30,DF,DF,Aston Villa,14,1091,3500000.0,16,11,55.0,20,43,5,10,37.5,7,48,22,2,0,0,0,0
2019-20,2019-2020,Kieran Tierney,Scotland,22,DF,DF,Arsenal,15,989,25000000.0,20,16,73.3,9,37,4,6,37.5,26,34,21,5,1,1,1,2
2019-20,2019-2020,James Tomkins,England,30,DF,DF,Crystal Palace,18,1582,6000000.0,29,17,72.0,21,103,15,2,65.2,1,14,23,1,0,1,1,2
2019-20,2019-2020,Fikayo Tomori,England,21,DF,DF,Chelsea,15,1291,20000000.0,29,16,66.7,22,48,7,6,54.8,14,50,49,4,2,1,0,1
2019-20,2019-2020,Virgil van Dijk,Netherlands,28,DF,DF,Liverpool,38,3420,100000000.0,23,12,46.2,40,166,15,5,77.0,21,170,182,2,2,5,1,6
2019-20,2019-2020,Jan Vertonghen,Belgium,32,DF,DF,Tottenham,23,1645,22000000.0,40,24,64.5,33,68,10,8,70.2,13,58,45,7,0,1,1,2
2019-20,2019-2020,Jannik Vestergaard,Denmark,26,DF,DF,Southampton,19,1497,18000000.0,19,12,39.3,26,99,9,6,73.6,12,55,54,1,2,1,0,1
2019-20,2019-2020,Kyle Walker,England,29,DF,DF,Manchester City,29,2392,50000000.0,28,18,41.4,28,42,6,9,47.6,107,194,203,15,1,1,4,5
2019-20,2019-2020,Aaron Wan-Bissaka,England,21,DF,DF,Manchester Utd,35,3070,40000000.0,129,80,74.4,66,83,13,33,41.4,100,134,102,44,0,0,4,4
2019-20,2019-2020,Joel Ward,England,29,DF,DF,Crystal Palace,29,2382,4000000.0,69,42,69.6,48,93,6,7,64.6,22,115,73,12,1,0,0,0
2019-20,2019-2020,Adam Webster,England,24,DF,DF,Brighton,31,2668,15000000.0,30,17,43.8,45,110,26,17,62.6,29,119,85,5,2,3,1,4
2019-20,2019-2020,Jetro Willems,Netherlands,25,DF,DF,Newcastle Utd,19,1493,7000000.0,37,19,46.2,17,42,5,15,57.9,24,43,29,7,1,2,2,4
2019-20,2019-2020,Brandon Williams,England,18,DF,DF,Manchester Utd,17,1006,12000000.0,21,15,31.0,16,27,4,5,52.6,40,44,30,7,0,1,0,1
2019-20,2019-2020,DeAndre Yedlin,United States,26,DF,DF,Newcastle Utd,16,938,8000000.0,18,13,50.0,10,20,7,6,38.1,12,14,9,5,0,1,0,1
2019-20,2019-2020,Ashley Young,England,34,DF,DF,Manchester Utd,12,955,4000000.0,14,7,29.4,11,29,2,6,65.0,25,72,57,7,0,0,0,0
2019-20,2019-2020,Christoph Zimmermann,Germany,26,DF,DF,Norwich City,17,1430,3500000.0,32,21,70.0,19,87,18,4,55.1,8,33,25,4,2,0,1,1
2019-20,2019-2020,Oleksandr Zinchenko,Ukraine,22,DF,DF,Manchester City,19,1276,30000000.0,31,19,53.1,17,21,0,9,54.2,37,114,96,8,1,0,0,0
2019-20,2019-2020,Kurt Zouma,France,24,DF,DF,Chelsea,28,2344,35000000.0,23,14,56.3,58,116,14,8,75.5,16,108,97,5,2,0,0,0
2020-21,2020-2021,Patrick van Aanholt,Netherlands,29,DF,DF,Crystal Palace,22,1777,8000000.0,35,22,44.2,30,40,6,12,45.8,38,103,71,6,2,0,1,1
2020-21,2020-2021,Tosin Adarabioyo,England,22,DF,DF,Fulham,33,2953,2800000.0,37,19,47.5,42,197,20,6,68.3,5,75,71,5,2,0,0,0
2020-21,2020-2021,Ola Aina,Nigeria,23,DF,DF,Fulham,31,2664,8000000.0,37,20,48.8,45,94,6,16,46.3,63,106,92,10,2,2,1,3
2020-21,2020-2021,Rayan Aït-Nouri,Algeria,19,DF,DF,Wolves,21,1404,17000000.0,29,16,48.1,15,25,1,13,17.9,47,54,35,19,0,1,1,2
2020-21,2020-2021,Semi Ajayi,Nigeria,26,DF,DF,West Brom,33,2780,6000000.0,40,14,56.1,42,122,32,19,57.8,13,73,68,5,2,2,0,2
2020-21,2020-2021,Marc Albrighton,England,30,DF,DF,Leicester City,31,1746,5000000.0,33,19,35.6,17,27,3,26,21.7,46,84,54,29,1,1,5,6
2020-21,2020-2021,Toby Alderweireld,Belgium,31,DF,DF,Tottenham,25,2240,20000000.0,35,22,60.0,10,121,28,12,56.3,3,59,64,2,0,1,0,1
2020-21,2020-2021,Trent Alexander-Arnold,England,21,DF,DF,Liverpool,36,3031,99000000.0,56,33,64.3,49,50,3,21,25.8,98,251,193,22,3,2,7,9
2020-21,2020-2021,Ezgjan Alioski,North Macedonia,28,DF,DF,Leeds United,36,2461,5000000.0,74,31,43.2,23,50,2,15,47.0,77,132,87,15,2,2,3,5
2020-21,2020-2021,Marcos Alonso,Spain,29,DF,DF,Chelsea,13,960,20000000.0,13,3,50.0,12,30,1,11,60.5,24,42,29,9,0,2,0,2
2020-21,2020-2021,Ethan Ampadu,Wales,19,DF,DF,Sheffield Utd,25,2089,15000000.0,57,36,43.5,49,87,19,21,64.2,25,100,76,5,3,0,0,0
2020-21,2020-2021,Joachim Andersen,Denmark,24,DF,DF,Fulham,31,2730,16000000.0,33,19,53.6,44,151,13,11,69.0,20,95,130,3,1,1,1,2
2020-21,2020-2021,Serge Aurier,Ivory Coast,27,DF,DF,Tottenham,19,1605,20000000.0,55,33,37.5,19,44,5,23,47.4,28,59,31,13,3,2,3,5
2020-21,2020-2021,Luke Ayling,England,28,DF,DF,Leeds United,38,3399,5000000.0,108,61,56.3,36,96,36,17,50.0,110,224,179,21,5,0,0,0
2020-21,2020-2021,César Azpilicueta,Spain,30,DF,DF,Chelsea,26,2188,24000000.0,53,28,51.4,28,62,5,25,55.6,37,135,123,6,2,1,2,3
2020-21,2020-2021,Eric Bailly,Ivory Coast,26,DF,DF,Manchester Utd,12,916,17500000.0,5,5,0.0,13,36,11,2,58.5,6,37,26,0,2,0,0,0
2020-21,2020-2021,Fabián Balbuena,Paraguay,28,DF,DF,West Ham,14,1198,8000000.0,24,12,60.9,25,63,6,17,55.3,3,30,30,0,0,1,0,1
2020-21,2020-2021,George Baldock,Greece,27,DF,DF,Sheffield Utd,32,2787,6500000.0,47,34,42.0,25,70,7,19,48.1,68,75,47,20,1,0,2,2
2020-21,2020-2021,Kyle Bartley,England,29,DF,DF,West Brom,30,2584,2800000.0,27,16,47.8,38,159,35,15,65.2,2,44,47,2,1,3,1,4
2020-21,2020-2021,Chris Basham,England,32,DF,DF,Sheffield Utd,31,2576,3000000.0,69,42,61.2,49,105,15,21,47.0,38,82,50,19,1,0,1,1
2020-21,2020-2021,Jan Bednarek,Poland,24,DF,DF,Southampton,36,3100,12000000.0,37,19,51.0,84,132,27,17,64.2,13,76,77,5,0,1,1,2
2020-21,2020-2021,Héctor Bellerín,Spain,25,DF,DF,Arsenal,25,2089,32000000.0,29,19,29.3,33,33,8,18,50.8,46,108,69,5,0,1,2,3
2020-21,2020-2021,Ryan Bertrand,England,30,DF,DF,Southampton,29,2598,10500000.0,60,32,62.5,30,41,1,18,41.1,46,101,64,8,1,0,1,1
2020-21,2020-2021,Jayden Bogle,England,20,DF,DF,Sheffield Utd,16,1110,6300000.0,33,23,51.3,14,22,4,10,45.0,11,24,14,17,0,2,0,2
2020-21,2020-2021,Willy Boly,Ivory Coast,29,DF,DF,Wolves,21,1879,18000000.0,33,20,54.2,32,84,12,6,68.8,5,44,49,3,1,1,1,2
2020-21,2020-2021,Kean Bryan,England,23,DF,DF,Sheffield Utd,13,1004,2000000.0,20,10,47.4,13,39,10,6,62.0,7,22,24,1,1,1,0,1
2020-21,2020-2021,Dan Burn,England,28,DF,DF,Brighton,27,2061,4000000.0,50,26,50.9,31,75,7,23,69.9,34,87,75,9,0,1,0,1
2020-21,2020-2021,Gary Cahill,England,34,DF,DF,Crystal Palace,20,1800,2500000.0,13,9,63.6,13,88,22,5,65.7,3,46,35,1,0,1,1,2
2020-21,2020-2021,João Cancelo,Portugal,26,DF,DF,Manchester City,28,2299,55000000.0,68,41,51.8,41,33,2,21,50.8,80,200,142,21,2,2,3,5
2020-21,2020-2021,Matty Cash,Poland,22,DF,DF,Aston Villa,28,2372,22000000.0,71,40,55.4,60,95,11,39,46.6,43,76,73,13,0,0,2,2
2020-21,2020-2021,Timothy Castagne,Belgium,24,DF,DF,Leicester City,27,2345,16000000.0,52,32,54.5,29,62,5,24,48.2,52,91,96,11,1,2,3,5
2020-21,2020-2021,Ben Chilwell,England,23,DF,DF,Chelsea,27,2286,40000000.0,42,22,45.5,24,58,3,25,53.5,94,111,90,19,0,3,5,8
2020-21,2020-2021,Andreas Christensen,Denmark,24,DF,DF,Chelsea,17,1371,35000000.0,11,6,0.0,20,51,14,5,67.9,7,43,50,1,1,0,0,0
2020-21,2020-2021,Ciaran Clark,Ireland,30,DF,DF,Newcastle Utd,22,1891,4800000.0,24,14,46.2,29,104,20,7,63.3,9,35,36,1,1,1,0,1
2020-21,2020-2021,Nathaniel Clyne,England,29,DF,DF,Crystal Palace,13,1145,8000000.0,17,10,56.3,18,25,2,5,28.6,18,42,24,2,1,0,1,1
2020-21,2020-2021,Conor Coady,England,27,DF,DF,Wolves,37,3303,25000000.0,35,23,54.3,27,134,32,8,58.8,4,67,81,3,2,1,0,1
2020-21,2020-2021,Séamus Coleman,Ireland,31,DF,DF,Everton,25,1613,9500000.0,39,26,70.0,13,37,6,16,45.0,31,49,32,23,2,0,3,3
2020-21,2020-2021,Liam Cooper,Scotland,28,DF,DF,Leeds United,25,2185,7000000.0,68,45,62.7,61,70,32,7,60.6,12,88,63,1,1,1,0,1
2020-21,2020-2021,Vladimír Coufal,Czech Republic,27,DF,DF,West Ham,34,3054,2000000.0,73,36,58.4,41,102,7,34,54.3,70,128,90,16,1,0,7,7
2020-21,2020-2021,Aaron Cresswell,England,30,DF,DF,West Ham,36,3170,6500000.0,32,13,56.3,32,79,14,15,54.7,35,162,174,9,2,0,8,8
